"v1trans","v2trans","vUptake","strategy","relax","effect","HALY"
50,90,90,"Moderate Elimination","No","Road Traffic Crash",-122.346119442955
75,90,90,"Moderate Elimination","No","Road Traffic Crash",-458.857438480482
90,90,90,"Moderate Elimination","No","Road Traffic Crash",122.292922623455
50,50,60,"Aggressive Elimination","No","Road Traffic Crash",-532.932103797793
75,50,60,"Aggressive Elimination","No","Road Traffic Crash",-367.485648440197
90,50,60,"Aggressive Elimination","No","Road Traffic Crash",-214.369806647301
50,75,60,"Aggressive Elimination","No","Road Traffic Crash",-129.537478508428
75,75,60,"Aggressive Elimination","No","Road Traffic Crash",-69.5167297497392
90,75,60,"Aggressive Elimination","No","Road Traffic Crash",-515.115090832114
50,90,60,"Aggressive Elimination","No","Road Traffic Crash",-84.2631249222905
75,90,60,"Aggressive Elimination","No","Road Traffic Crash",163.005777215585
90,90,60,"Aggressive Elimination","No","Road Traffic Crash",-424.813201604411
50,50,75,"Aggressive Elimination","No","Road Traffic Crash",-751.423676218837
75,50,75,"Aggressive Elimination","No","Road Traffic Crash",43.9035909250378
90,50,75,"Aggressive Elimination","No","Road Traffic Crash",9.37101272866125
50,75,75,"Aggressive Elimination","No","Road Traffic Crash",-449.920841213316
75,75,75,"Aggressive Elimination","No","Road Traffic Crash",-460.628160927445
90,75,75,"Aggressive Elimination","No","Road Traffic Crash",-346.449603280053
50,90,75,"Aggressive Elimination","No","Road Traffic Crash",-234.024868300185
75,90,75,"Aggressive Elimination","No","Road Traffic Crash",-58.0279125832022
90,90,75,"Aggressive Elimination","No","Road Traffic Crash",-66.0053316503764
50,50,90,"Aggressive Elimination","No","Road Traffic Crash",-678.336812136695
75,50,90,"Aggressive Elimination","No","Road Traffic Crash",-519.859833596274
90,50,90,"Aggressive Elimination","No","Road Traffic Crash",-9.35079199261968
50,75,90,"Aggressive Elimination","No","Road Traffic Crash",-408.282025204971
75,75,90,"Aggressive Elimination","No","Road Traffic Crash",-384.857375128195
90,75,90,"Aggressive Elimination","No","Road Traffic Crash",-606.056265020743
50,90,90,"Aggressive Elimination","No","Road Traffic Crash",-171.330633293837
75,90,90,"Aggressive Elimination","No","Road Traffic Crash",-246.334706153721
90,90,90,"Aggressive Elimination","No","Road Traffic Crash",-348.025620635599
50,50,60,"Loose Suppression","Yes","Anxiety",100.396646000445
75,50,60,"Loose Suppression","Yes","Anxiety",-705.850285664201
90,50,60,"Loose Suppression","Yes","Anxiety",-252.872396912426
50,75,60,"Loose Suppression","Yes","Anxiety",93.295950256288
75,75,60,"Loose Suppression","Yes","Anxiety",183.033175114542
90,75,60,"Loose Suppression","Yes","Anxiety",-263.559895753861
50,90,60,"Loose Suppression","Yes","Anxiety",107.210713950917
75,90,60,"Loose Suppression","Yes","Anxiety",-720.481412904337
90,90,60,"Loose Suppression","Yes","Anxiety",-675.248746946454
50,50,75,"Loose Suppression","Yes","Anxiety",-745.048623485491
75,50,75,"Loose Suppression","Yes","Anxiety",195.597072411328
90,50,75,"Loose Suppression","Yes","Anxiety",-548.57092811726
50,75,75,"Loose Suppression","Yes","Anxiety",108.860859228298
75,75,75,"Loose Suppression","Yes","Anxiety",-589.103334769607
90,75,75,"Loose Suppression","Yes","Anxiety",183.270824188366
50,90,75,"Loose Suppression","Yes","Anxiety",-124.210156686604
75,90,75,"Loose Suppression","Yes","Anxiety",-695.116916624829
90,90,75,"Loose Suppression","Yes","Anxiety",-254.149673925713
50,50,90,"Loose Suppression","Yes","Anxiety",-434.142755996436
75,50,90,"Loose Suppression","Yes","Anxiety",-157.107283081859
90,50,90,"Loose Suppression","Yes","Anxiety",-751.64090115577
50,75,90,"Loose Suppression","Yes","Anxiety",-544.369256542996
75,75,90,"Loose Suppression","Yes","Anxiety",-91.4922218769789
90,75,90,"Loose Suppression","Yes","Anxiety",-476.851737080142
50,90,90,"Loose Suppression","Yes","Anxiety",-278.8945002947
75,90,90,"Loose Suppression","Yes","Anxiety",-297.64871201478
90,90,90,"Loose Suppression","Yes","Anxiety",49.2779042571783
50,50,60,"Tight Suppression","Yes","Anxiety",-358.946134988219
75,50,60,"Tight Suppression","Yes","Anxiety",-66.4963989518583
90,50,60,"Tight Suppression","Yes","Anxiety",-368.49444960244
50,75,60,"Tight Suppression","Yes","Anxiety",-467.296512285248
75,75,60,"Tight Suppression","Yes","Anxiety",-186.911561246961
90,75,60,"Tight Suppression","Yes","Anxiety",-558.290469180793
50,90,60,"Tight Suppression","Yes","Anxiety",-339.037871407345
75,90,60,"Tight Suppression","Yes","Anxiety",-457.13496459648
90,90,60,"Tight Suppression","Yes","Anxiety",-432.431811885908
50,50,75,"Tight Suppression","Yes","Anxiety",-338.430050481111
75,50,75,"Tight Suppression","Yes","Anxiety",-363.680925406516
90,50,75,"Tight Suppression","Yes","Anxiety",-386.514042923227
50,75,75,"Tight Suppression","Yes","Anxiety",-349.95267582126
75,75,75,"Tight Suppression","Yes","Anxiety",-784.309201361611
90,75,75,"Tight Suppression","Yes","Anxiety",-236.932057375088
50,90,75,"Tight Suppression","Yes","Anxiety",-315.987686580047
75,90,75,"Tight Suppression","Yes","Anxiety",71.3753039482981
90,90,75,"Tight Suppression","Yes","Anxiety",-770.34614533186
50,50,90,"Tight Suppression","Yes","Anxiety",-726.044309511781
75,50,90,"Tight Suppression","Yes","Anxiety",-307.546406472102
90,50,90,"Tight Suppression","Yes","Anxiety",-581.812904635444
50,75,90,"Tight Suppression","Yes","Anxiety",-491.640924662352
75,75,90,"Tight Suppression","Yes","Anxiety",-414.876735955477
90,75,90,"Tight Suppression","Yes","Anxiety",-485.229360125959
50,90,90,"Tight Suppression","Yes","Anxiety",-611.91641674377
75,90,90,"Tight Suppression","Yes","Anxiety",-69.3983551580459
90,90,90,"Tight Suppression","Yes","Anxiety",-739.774017315358
50,50,60,"Moderate Elimination","Yes","Anxiety",-475.910862162709
75,50,60,"Moderate Elimination","Yes","Anxiety",-182.430654717609
90,50,60,"Moderate Elimination","Yes","Anxiety",160.016775643453
50,75,60,"Moderate Elimination","Yes","Anxiety",132.573746656999
75,75,60,"Moderate Elimination","Yes","Anxiety",-479.070911137387
90,75,60,"Moderate Elimination","Yes","Anxiety",-70.4508434981108
50,90,60,"Moderate Elimination","Yes","Anxiety",107.145528122783
75,90,60,"Moderate Elimination","Yes","Anxiety",-356.360724149272
90,90,60,"Moderate Elimination","Yes","Anxiety",26.8097827676683
50,50,75,"Moderate Elimination","Yes","Anxiety",-663.453431986272
75,50,75,"Moderate Elimination","Yes","Anxiety",34.9580366630107
90,50,75,"Moderate Elimination","Yes","Anxiety",-522.995547577739
50,75,75,"Moderate Elimination","Yes","Anxiety",-449.450000142679
75,75,75,"Moderate Elimination","Yes","Anxiety",-76.0329591110349
90,75,75,"Moderate Elimination","Yes","Anxiety",-729.758722428232
50,90,75,"Moderate Elimination","Yes","Anxiety",-453.021826175973
75,90,75,"Moderate Elimination","Yes","Anxiety",-454.552302090451
90,90,75,"Moderate Elimination","Yes","Anxiety",108.859534887597
50,50,90,"Moderate Elimination","Yes","Anxiety",-155.029005091637
75,50,90,"Moderate Elimination","Yes","Anxiety",-349.726867116988
90,50,90,"Moderate Elimination","Yes","Anxiety",-351.013235934079
50,75,90,"Moderate Elimination","Yes","Anxiety",174.640293978155
75,75,90,"Moderate Elimination","Yes","Anxiety",-488.978726044297
90,75,90,"Moderate Elimination","Yes","Anxiety",-370.541095919907
50,90,90,"Moderate Elimination","Yes","Anxiety",-628.085509361699
75,90,90,"Moderate Elimination","Yes","Anxiety",172.921526758
90,90,90,"Moderate Elimination","Yes","Anxiety",-172.687800321728
50,50,60,"Aggressive Elimination","Yes","Anxiety",-505.325953429565
75,50,60,"Aggressive Elimination","Yes","Anxiety",-741.234077326953
90,50,60,"Aggressive Elimination","Yes","Anxiety",-650.235920166597
50,75,60,"Aggressive Elimination","Yes","Anxiety",-749.806075543165
75,75,60,"Aggressive Elimination","Yes","Anxiety",-212.691379431635
90,75,60,"Aggressive Elimination","Yes","Anxiety",-240.123555017635
50,90,60,"Aggressive Elimination","Yes","Anxiety",-490.236509777606
75,90,60,"Aggressive Elimination","Yes","Anxiety",-580.21974931471
90,90,60,"Aggressive Elimination","Yes","Anxiety",-59.991125902161
50,50,75,"Aggressive Elimination","Yes","Anxiety",-590.180949727073
75,50,75,"Aggressive Elimination","Yes","Anxiety",-289.871577592567
90,50,75,"Aggressive Elimination","Yes","Anxiety",74.1204882971942
50,75,75,"Aggressive Elimination","Yes","Anxiety",-342.274081613869
75,75,75,"Aggressive Elimination","Yes","Anxiety",-360.516777448356
90,75,75,"Aggressive Elimination","Yes","Anxiety",96.110042463988
50,90,75,"Aggressive Elimination","Yes","Anxiety",-507.029000390321
75,90,75,"Aggressive Elimination","Yes","Anxiety",-516.241617454216
90,90,75,"Aggressive Elimination","Yes","Anxiety",-536.481808824465
50,50,90,"Aggressive Elimination","Yes","Anxiety",-267.211240436882
75,50,90,"Aggressive Elimination","Yes","Anxiety",-745.340516977012
90,50,90,"Aggressive Elimination","Yes","Anxiety",-494.386472925544
50,75,90,"Aggressive Elimination","Yes","Anxiety",-212.050769431517
75,75,90,"Aggressive Elimination","Yes","Anxiety",-392.958020744845
90,75,90,"Aggressive Elimination","Yes","Anxiety",-185.105517925695
50,90,90,"Aggressive Elimination","Yes","Anxiety",171.048765582964
75,90,90,"Aggressive Elimination","Yes","Anxiety",25.0811018515378
90,90,90,"Aggressive Elimination","Yes","Anxiety",-243.84490721859
50,50,60,"Loose Suppression","No","Anxiety",166.425138758495
75,50,60,"Loose Suppression","No","Anxiety",-764.485807344317
90,50,60,"Loose Suppression","No","Anxiety",-177.667551860213
50,75,60,"Loose Suppression","No","Anxiety",-110.533751966432
75,75,60,"Loose Suppression","No","Anxiety",-38.4594562463463
90,75,60,"Loose Suppression","No","Anxiety",-563.48409592174
50,90,60,"Loose Suppression","No","Anxiety",-1.2087926268578
75,90,60,"Loose Suppression","No","Anxiety",87.6402110327035
90,90,60,"Loose Suppression","No","Anxiety",-797.728420654312
50,50,75,"Loose Suppression","No","Anxiety",161.71964937821
75,50,75,"Loose Suppression","No","Anxiety",-250.107146520168
90,50,75,"Loose Suppression","No","Anxiety",-241.402774769813
50,75,75,"Loose Suppression","No","Anxiety",-224.316519172862
75,75,75,"Loose Suppression","No","Anxiety",-452.34013274312
90,75,75,"Loose Suppression","No","Anxiety",-21.6443817596883
50,90,75,"Loose Suppression","No","Anxiety",106.491251895204
75,90,75,"Loose Suppression","No","Anxiety",-195.555120427162
90,90,75,"Loose Suppression","No","Anxiety",132.3008665815
50,50,90,"Loose Suppression","No","Anxiety",76.9885720685124
75,50,90,"Loose Suppression","No","Anxiety",-513.659134227782
90,50,90,"Loose Suppression","No","Anxiety",-292.575984215364
50,75,90,"Loose Suppression","No","Anxiety",-233.418459026143
75,75,90,"Loose Suppression","No","Anxiety",-328.553384356201
90,75,90,"Loose Suppression","No","Anxiety",21.4438864961266
50,90,90,"Loose Suppression","No","Anxiety",-752.663362259045
75,90,90,"Loose Suppression","No","Anxiety",-292.511184420437
90,90,90,"Loose Suppression","No","Anxiety",83.2446478772908
50,50,60,"Tight Suppression","No","Anxiety",84.0972806792706
75,50,60,"Tight Suppression","No","Anxiety",-280.653819162399
90,50,60,"Tight Suppression","No","Anxiety",99.1042182315141
50,75,60,"Tight Suppression","No","Anxiety",25.3825604915618
75,75,60,"Tight Suppression","No","Anxiety",-253.045715810731
90,75,60,"Tight Suppression","No","Anxiety",-590.02721933648
50,90,60,"Tight Suppression","No","Anxiety",-727.249224390835
75,90,60,"Tight Suppression","No","Anxiety",164.414397953078
90,90,60,"Tight Suppression","No","Anxiety",-425.941441161558
50,50,75,"Tight Suppression","No","Anxiety",-245.348812267184
75,50,75,"Tight Suppression","No","Anxiety",-16.9208645354957
90,50,75,"Tight Suppression","No","Anxiety",-111.984169529751
50,75,75,"Tight Suppression","No","Anxiety",-622.854906320572
75,75,75,"Tight Suppression","No","Anxiety",76.7621703445911
90,75,75,"Tight Suppression","No","Anxiety",-228.889078320935
50,90,75,"Tight Suppression","No","Anxiety",-558.624195354059
75,90,75,"Tight Suppression","No","Anxiety",-12.8647565841675
90,90,75,"Tight Suppression","No","Anxiety",-403.466328931972
50,50,90,"Tight Suppression","No","Anxiety",-467.747490340844
75,50,90,"Tight Suppression","No","Anxiety",-475.27333390899
90,50,90,"Tight Suppression","No","Anxiety",63.5112990159541
50,75,90,"Tight Suppression","No","Anxiety",-508.795309998095
75,75,90,"Tight Suppression","No","Anxiety",-186.3182249479
90,75,90,"Tight Suppression","No","Anxiety",-474.498312408105
50,90,90,"Tight Suppression","No","Anxiety",-37.6789650879801
75,90,90,"Tight Suppression","No","Anxiety",-741.241770749912
90,90,90,"Tight Suppression","No","Anxiety",-720.023524668068
50,50,60,"Moderate Elimination","No","Anxiety",3.23176435194905
75,50,60,"Moderate Elimination","No","Anxiety",-795.185036445037
90,50,60,"Moderate Elimination","No","Anxiety",-259.318006644026
50,75,60,"Moderate Elimination","No","Anxiety",-647.660013707355
75,75,60,"Moderate Elimination","No","Anxiety",-138.340083369985
90,75,60,"Moderate Elimination","No","Anxiety",-739.225207315758
50,90,60,"Moderate Elimination","No","Anxiety",-369.790607551113
75,90,60,"Moderate Elimination","No","Anxiety",-409.618559712544
90,90,60,"Moderate Elimination","No","Anxiety",-503.205631813034
50,50,75,"Moderate Elimination","No","Anxiety",-131.045086262748
75,50,75,"Moderate Elimination","No","Anxiety",-11.0019833780826
90,50,75,"Moderate Elimination","No","Anxiety",-417.197213228792
50,75,75,"Moderate Elimination","No","Anxiety",-388.390371296555
75,75,75,"Moderate Elimination","No","Anxiety",-322.701661102474
90,75,75,"Moderate Elimination","No","Anxiety",-123.637349298224
50,90,75,"Moderate Elimination","No","Anxiety",140.919105894864
75,90,75,"Moderate Elimination","No","Anxiety",-703.814443852752
90,90,75,"Moderate Elimination","No","Anxiety",-602.387396106496
50,50,90,"Moderate Elimination","No","Anxiety",-236.618531821296
75,50,90,"Moderate Elimination","No","Anxiety",183.190818922594
90,50,90,"Moderate Elimination","No","Anxiety",-421.788670541719
50,75,90,"Moderate Elimination","No","Anxiety",-157.676097657532
75,75,90,"Moderate Elimination","No","Anxiety",-433.084904402494
90,75,90,"Moderate Elimination","No","Anxiety",-771.65010124445
50,90,90,"Moderate Elimination","No","Anxiety",94.5323445368558
75,90,90,"Moderate Elimination","No","Anxiety",-153.060645749793
90,90,90,"Moderate Elimination","No","Anxiety",-248.850063607097
50,50,60,"Aggressive Elimination","No","Anxiety",-204.828306287527
75,50,60,"Aggressive Elimination","No","Anxiety",-686.901970952749
90,50,60,"Aggressive Elimination","No","Anxiety",-277.279636543244
50,75,60,"Aggressive Elimination","No","Anxiety",-717.806208832189
75,75,60,"Aggressive Elimination","No","Anxiety",186.853803740814
90,75,60,"Aggressive Elimination","No","Anxiety",-548.340778751299
50,90,60,"Aggressive Elimination","No","Anxiety",-503.498635673896
75,90,60,"Aggressive Elimination","No","Anxiety",37.3948989901691
90,90,60,"Aggressive Elimination","No","Anxiety",-332.428612466902
50,50,75,"Aggressive Elimination","No","Anxiety",131.499952683225
75,50,75,"Aggressive Elimination","No","Anxiety",125.269035622477
90,50,75,"Aggressive Elimination","No","Anxiety",-111.538856010884
50,75,75,"Aggressive Elimination","No","Anxiety",-158.141864417121
75,75,75,"Aggressive Elimination","No","Anxiety",-94.3280676845462
90,75,75,"Aggressive Elimination","No","Anxiety",-323.303891764954
50,90,75,"Aggressive Elimination","No","Anxiety",48.3398186508566
75,90,75,"Aggressive Elimination","No","Anxiety",-732.906744303182
90,90,75,"Aggressive Elimination","No","Anxiety",-422.158852638677
50,50,90,"Aggressive Elimination","No","Anxiety",-397.039259737358
75,50,90,"Aggressive Elimination","No","Anxiety",-271.379119437188
90,50,90,"Aggressive Elimination","No","Anxiety",-285.755171161145
50,75,90,"Aggressive Elimination","No","Anxiety",-284.182239277288
75,75,90,"Aggressive Elimination","No","Anxiety",-599.730790546164
90,75,90,"Aggressive Elimination","No","Anxiety",-91.6138996370137
50,90,90,"Aggressive Elimination","No","Anxiety",-554.613787401468
75,90,90,"Aggressive Elimination","No","Anxiety",-457.410415122286
90,90,90,"Aggressive Elimination","No","Anxiety",-679.09581605345
50,50,60,"Loose Suppression","Yes","Depression",-469.091256335378
75,50,60,"Loose Suppression","Yes","Depression",-27.2868275176734
90,50,60,"Loose Suppression","Yes","Depression",-535.496511217207
50,75,60,"Loose Suppression","Yes","Depression",153.027066774666
75,75,60,"Loose Suppression","Yes","Depression",-444.686490064487
90,75,60,"Loose Suppression","Yes","Depression",-173.081974219531
50,90,60,"Loose Suppression","Yes","Depression",-188.858220539987
75,90,60,"Loose Suppression","Yes","Depression",-522.482030512765
90,90,60,"Loose Suppression","Yes","Depression",167.062286101282
50,50,75,"Loose Suppression","Yes","Depression",-650.243470398709
75,50,75,"Loose Suppression","Yes","Depression",-234.985398780555
90,50,75,"Loose Suppression","Yes","Depression",-712.635317770764
50,75,75,"Loose Suppression","Yes","Depression",53.6920452024787
75,75,75,"Loose Suppression","Yes","Depression",-463.659883663058
90,75,75,"Loose Suppression","Yes","Depression",-379.205255955458
50,90,75,"Loose Suppression","Yes","Depression",-583.218960510567
75,90,75,"Loose Suppression","Yes","Depression",-609.642005711794
90,90,75,"Loose Suppression","Yes","Depression",-73.8529425114394
50,50,90,"Loose Suppression","Yes","Depression",-221.056755352765
75,50,90,"Loose Suppression","Yes","Depression",-797.93531675823
90,50,90,"Loose Suppression","Yes","Depression",-82.5950998812914
50,75,90,"Loose Suppression","Yes","Depression",-680.999158602208
75,75,90,"Loose Suppression","Yes","Depression",-559.687701705843
90,75,90,"Loose Suppression","Yes","Depression",-529.937372263521
50,90,90,"Loose Suppression","Yes","Depression",175.182700436562
75,90,90,"Loose Suppression","Yes","Depression",188.88027574867
90,90,90,"Loose Suppression","Yes","Depression",-394.546691514552
50,50,60,"Tight Suppression","Yes","Depression",190.280711324885
75,50,60,"Tight Suppression","Yes","Depression",-88.1849156692625
90,50,60,"Tight Suppression","Yes","Depression",-54.9078674055636
50,75,60,"Tight Suppression","Yes","Depression",-160.100158955902
75,75,60,"Tight Suppression","Yes","Depression",-15.4700553510339
90,75,60,"Tight Suppression","Yes","Depression",151.931721298024
50,90,60,"Tight Suppression","Yes","Depression",26.5418233349919
75,90,60,"Tight Suppression","Yes","Depression",-48.21962765418
90,90,60,"Tight Suppression","Yes","Depression",-201.892872527242
50,50,75,"Tight Suppression","Yes","Depression",-462.298153620213
75,50,75,"Tight Suppression","Yes","Depression",-325.648174341768
90,50,75,"Tight Suppression","Yes","Depression",-689.777484117076
50,75,75,"Tight Suppression","Yes","Depression",-30.8000642806292
75,75,75,"Tight Suppression","Yes","Depression",-798.666007304564
90,75,75,"Tight Suppression","Yes","Depression",-494.743285421282
50,90,75,"Tight Suppression","Yes","Depression",-742.139465827495
75,90,75,"Tight Suppression","Yes","Depression",-556.737200776115
90,90,75,"Tight Suppression","Yes","Depression",-557.386520272121
50,50,90,"Tight Suppression","Yes","Depression",-191.896513523534
75,50,90,"Tight Suppression","Yes","Depression",-791.659740451723
90,50,90,"Tight Suppression","Yes","Depression",44.7372592054307
50,75,90,"Tight Suppression","Yes","Depression",114.564486593008
75,75,90,"Tight Suppression","Yes","Depression",-749.439511401579
90,75,90,"Tight Suppression","Yes","Depression",-484.203000506386
50,90,90,"Tight Suppression","Yes","Depression",153.150626504794
75,90,90,"Tight Suppression","Yes","Depression",-789.220971008763
90,90,90,"Tight Suppression","Yes","Depression",39.7106716874986
50,50,60,"Moderate Elimination","Yes","Depression",-361.271038139239
75,50,60,"Moderate Elimination","Yes","Depression",153.543967567384
90,50,60,"Moderate Elimination","Yes","Depression",-746.99513586238
50,75,60,"Moderate Elimination","Yes","Depression",-8.1677801907063
75,75,60,"Moderate Elimination","Yes","Depression",-146.350238425657
90,75,60,"Moderate Elimination","Yes","Depression",-107.198045775294
50,90,60,"Moderate Elimination","Yes","Depression",105.291208531707
75,90,60,"Moderate Elimination","Yes","Depression",-72.2750459797681
90,90,60,"Moderate Elimination","Yes","Depression",-681.708996137604
50,50,75,"Moderate Elimination","Yes","Depression",-762.853671051562
75,50,75,"Moderate Elimination","Yes","Depression",-787.536437343806
90,50,75,"Moderate Elimination","Yes","Depression",-736.53654656373
50,75,75,"Moderate Elimination","Yes","Depression",-464.083735086024
75,75,75,"Moderate Elimination","Yes","Depression",-512.688989937305
90,75,75,"Moderate Elimination","Yes","Depression",-196.183343371376
50,90,75,"Moderate Elimination","Yes","Depression",-737.546625500545
75,90,75,"Moderate Elimination","Yes","Depression",-655.171701172367
90,90,75,"Moderate Elimination","Yes","Depression",-311.158635141328
50,50,90,"Moderate Elimination","Yes","Depression",-206.784452497959
75,50,90,"Moderate Elimination","Yes","Depression",-571.28863055259
90,50,90,"Moderate Elimination","Yes","Depression",-140.20580467768
50,75,90,"Moderate Elimination","Yes","Depression",13.0246174987405
75,75,90,"Moderate Elimination","Yes","Depression",-479.331209510565
90,75,90,"Moderate Elimination","Yes","Depression",-702.365774614736
50,90,90,"Moderate Elimination","Yes","Depression",-184.478915249929
75,90,90,"Moderate Elimination","Yes","Depression",-244.38565755263
90,90,90,"Moderate Elimination","Yes","Depression",-709.043317660689
50,50,60,"Aggressive Elimination","Yes","Depression",-626.541798189282
75,50,60,"Aggressive Elimination","Yes","Depression",-729.920483147725
90,50,60,"Aggressive Elimination","Yes","Depression",144.612996419892
50,75,60,"Aggressive Elimination","Yes","Depression",39.1978773288428
75,75,60,"Aggressive Elimination","Yes","Depression",-152.380528347567
90,75,60,"Aggressive Elimination","Yes","Depression",-502.352678403258
50,90,60,"Aggressive Elimination","Yes","Depression",-148.755893995985
75,90,60,"Aggressive Elimination","Yes","Depression",35.057565011084
90,90,60,"Aggressive Elimination","Yes","Depression",-56.7170751281083
50,50,75,"Aggressive Elimination","Yes","Depression",10.6634391006082
75,50,75,"Aggressive Elimination","Yes","Depression",143.549762712792
90,50,75,"Aggressive Elimination","Yes","Depression",-786.232283758
50,75,75,"Aggressive Elimination","Yes","Depression",-261.75147080794
75,75,75,"Aggressive Elimination","Yes","Depression",-406.354086659849
90,75,75,"Aggressive Elimination","Yes","Depression",-576.343210833147
50,90,75,"Aggressive Elimination","Yes","Depression",-417.847868707031
75,90,75,"Aggressive Elimination","Yes","Depression",-709.529849188402
90,90,75,"Aggressive Elimination","Yes","Depression",-563.960393611342
50,50,90,"Aggressive Elimination","Yes","Depression",-210.861211363226
75,50,90,"Aggressive Elimination","Yes","Depression",98.7183785066008
90,50,90,"Aggressive Elimination","Yes","Depression",-366.789446165785
50,75,90,"Aggressive Elimination","Yes","Depression",-329.632592573762
75,75,90,"Aggressive Elimination","Yes","Depression",-317.574492609128
90,75,90,"Aggressive Elimination","Yes","Depression",-225.51596229896
50,90,90,"Aggressive Elimination","Yes","Depression",119.560529058799
75,90,90,"Aggressive Elimination","Yes","Depression",-237.750634970143
90,90,90,"Aggressive Elimination","Yes","Depression",-87.2525544371456
50,50,60,"Loose Suppression","No","Depression",-110.169305186719
75,50,60,"Loose Suppression","No","Depression",-76.2774324510247
90,50,60,"Loose Suppression","No","Depression",-266.789821395651
50,75,60,"Loose Suppression","No","Depression",-227.128966897726
75,75,60,"Loose Suppression","No","Depression",-140.247449930757
90,75,60,"Loose Suppression","No","Depression",-140.65295686014
50,90,60,"Loose Suppression","No","Depression",158.278481382877
75,90,60,"Loose Suppression","No","Depression",17.7738334052264
90,90,60,"Loose Suppression","No","Depression",-68.9323390368373
50,50,75,"Loose Suppression","No","Depression",0.907650962471918
75,50,75,"Loose Suppression","No","Depression",-606.820488302037
90,50,75,"Loose Suppression","No","Depression",-411.223266692832
50,75,75,"Loose Suppression","No","Depression",-505.038424115628
75,75,75,"Loose Suppression","No","Depression",-724.326769541949
90,75,75,"Loose Suppression","No","Depression",-280.095069622621
50,90,75,"Loose Suppression","No","Depression",-311.87814376317
75,90,75,"Loose Suppression","No","Depression",-665.287818014622
90,90,75,"Loose Suppression","No","Depression",-198.044129600748
50,50,90,"Loose Suppression","No","Depression",-45.733950752765
75,50,90,"Loose Suppression","No","Depression",-484.095921227709
90,50,90,"Loose Suppression","No","Depression",-212.779140053317
50,75,90,"Loose Suppression","No","Depression",130.949569446966
75,75,90,"Loose Suppression","No","Depression",-478.222200833261
90,75,90,"Loose Suppression","No","Depression",-311.14022359252
50,90,90,"Loose Suppression","No","Depression",-106.64714705199
75,90,90,"Loose Suppression","No","Depression",-507.30675267987
90,90,90,"Loose Suppression","No","Depression",-630.909308046103
50,50,60,"Tight Suppression","No","Depression",182.835996430367
75,50,60,"Tight Suppression","No","Depression",-33.2311742939055
90,50,60,"Tight Suppression","No","Depression",-47.2819713875652
50,75,60,"Tight Suppression","No","Depression",102.860131114721
75,75,60,"Tight Suppression","No","Depression",-491.66931300424
90,75,60,"Tight Suppression","No","Depression",-122.760056937113
50,90,60,"Tight Suppression","No","Depression",-56.3860872760416
75,90,60,"Tight Suppression","No","Depression",-281.109793297947
90,90,60,"Tight Suppression","No","Depression",111.547408206388
50,50,75,"Tight Suppression","No","Depression",-184.328806539998
75,50,75,"Tight Suppression","No","Depression",-701.266235625371
90,50,75,"Tight Suppression","No","Depression",-335.755628021434
50,75,75,"Tight Suppression","No","Depression",-407.614765642211
75,75,75,"Tight Suppression","No","Depression",10.2082428522408
90,75,75,"Tight Suppression","No","Depression",-656.777252396569
50,90,75,"Tight Suppression","No","Depression",162.190869264305
75,90,75,"Tight Suppression","No","Depression",-64.6892208140344
90,90,75,"Tight Suppression","No","Depression",91.6575023904442
50,50,90,"Tight Suppression","No","Depression",-393.331294832751
75,50,90,"Tight Suppression","No","Depression",-228.583628032357
90,50,90,"Tight Suppression","No","Depression",-750.634174747393
50,75,90,"Tight Suppression","No","Depression",-524.689476191998
75,75,90,"Tight Suppression","No","Depression",-592.066472116858
90,75,90,"Tight Suppression","No","Depression",-563.32403998822
50,90,90,"Tight Suppression","No","Depression",21.2471795268356
75,90,90,"Tight Suppression","No","Depression",-39.1555341891945
90,90,90,"Tight Suppression","No","Depression",-606.457767728716
50,50,60,"Moderate Elimination","No","Depression",-356.473622331396
75,50,60,"Moderate Elimination","No","Depression",111.532372934744
90,50,60,"Moderate Elimination","No","Depression",-87.1679323725403
50,75,60,"Moderate Elimination","No","Depression",-259.598758956417
75,75,60,"Moderate Elimination","No","Depression",-287.573910271749
90,75,60,"Moderate Elimination","No","Depression",111.549921380356
50,90,60,"Moderate Elimination","No","Depression",-322.569647291675
75,90,60,"Moderate Elimination","No","Depression",87.922968249768
90,90,60,"Moderate Elimination","No","Depression",-386.564689408988
50,50,75,"Moderate Elimination","No","Depression",-515.489965165034
75,50,75,"Moderate Elimination","No","Depression",132.802121387795
90,50,75,"Moderate Elimination","No","Depression",82.7890700194984
50,75,75,"Moderate Elimination","No","Depression",-79.6944377478213
75,75,75,"Moderate Elimination","No","Depression",-550.313988188282
90,75,75,"Moderate Elimination","No","Depression",-698.169809253886
50,90,75,"Moderate Elimination","No","Depression",96.8472799751907
75,90,75,"Moderate Elimination","No","Depression",-636.690526455641
90,90,75,"Moderate Elimination","No","Depression",-738.797076232731
50,50,90,"Moderate Elimination","No","Depression",150.327479280531
75,50,90,"Moderate Elimination","No","Depression",-115.224366961047
90,50,90,"Moderate Elimination","No","Depression",-497.089746128768
50,75,90,"Moderate Elimination","No","Depression",-99.6716804336757
75,75,90,"Moderate Elimination","No","Depression",-257.851176382974
90,75,90,"Moderate Elimination","No","Depression",-243.549148039892
50,90,90,"Moderate Elimination","No","Depression",-673.623339226469
75,90,90,"Moderate Elimination","No","Depression",-720.465961797163
