"v1trans","v2trans","vUptake","strategy","relax","HALYprice","p"
75,75,60,"Aggressive Elimination","No",3000,0.763886528788134
90,75,60,"Aggressive Elimination","No",3000,0.704233556985855
50,90,60,"Aggressive Elimination","No",3000,0.822069961577654
75,90,60,"Aggressive Elimination","No",3000,0.530090215615928
90,90,60,"Aggressive Elimination","No",3000,0.741848415695131
50,50,75,"Aggressive Elimination","No",3000,0.257617965340614
75,50,75,"Aggressive Elimination","No",3000,0.607623534509912
90,50,75,"Aggressive Elimination","No",3000,0.964289498748258
50,75,75,"Aggressive Elimination","No",3000,0.321796769974753
75,75,75,"Aggressive Elimination","No",3000,0.832521365489811
90,75,75,"Aggressive Elimination","No",3000,0.559063326800242
50,90,75,"Aggressive Elimination","No",3000,0.70035966206342
75,90,75,"Aggressive Elimination","No",3000,0.148043923545629
90,90,75,"Aggressive Elimination","No",3000,0.713392562465742
50,50,90,"Aggressive Elimination","No",3000,0.655808869749308
75,50,90,"Aggressive Elimination","No",3000,0.0651190069038421
90,50,90,"Aggressive Elimination","No",3000,0.136932314839214
50,75,90,"Aggressive Elimination","No",3000,0.276157943997532
75,75,90,"Aggressive Elimination","No",3000,0.980248628649861
90,75,90,"Aggressive Elimination","No",3000,0.314556984463707
50,90,90,"Aggressive Elimination","No",3000,0.348361595533788
75,90,90,"Aggressive Elimination","No",3000,0.91540642385371
90,90,90,"Aggressive Elimination","No",3000,0.0969400641042739
50,50,60,"Loose Suppression","Yes",4000,0.576486186822876
75,50,60,"Loose Suppression","Yes",4000,0.884762677131221
90,50,60,"Loose Suppression","Yes",4000,0.835246304282919
50,75,60,"Loose Suppression","Yes",4000,0.0296245045028627
75,75,60,"Loose Suppression","Yes",4000,0.485823127441108
90,75,60,"Loose Suppression","Yes",4000,0.427312165033072
50,90,60,"Loose Suppression","Yes",4000,0.913438004907221
75,90,60,"Loose Suppression","Yes",4000,0.431809763191268
90,90,60,"Loose Suppression","Yes",4000,0.527408856200054
50,50,75,"Loose Suppression","Yes",4000,0.599828196689487
75,50,75,"Loose Suppression","Yes",4000,0.346414149506018
90,50,75,"Loose Suppression","Yes",4000,0.440414182608947
50,75,75,"Loose Suppression","Yes",4000,0.403327991720289
75,75,75,"Loose Suppression","Yes",4000,0.238347342470661
90,75,75,"Loose Suppression","Yes",4000,0.824290639022365
50,90,75,"Loose Suppression","Yes",4000,0.0329676498658955
75,90,75,"Loose Suppression","Yes",4000,0.718926532426849
90,90,75,"Loose Suppression","Yes",4000,0.0619663340039551
50,50,90,"Loose Suppression","Yes",4000,0.862571424338967
75,50,90,"Loose Suppression","Yes",4000,0.802988053532317
90,50,90,"Loose Suppression","Yes",4000,0.901374793145806
50,75,90,"Loose Suppression","Yes",4000,0.897354147629812
75,75,90,"Loose Suppression","Yes",4000,0.817817080300301
90,75,90,"Loose Suppression","Yes",4000,0.390117684844881
50,90,90,"Loose Suppression","Yes",4000,0.854300495004281
75,90,90,"Loose Suppression","Yes",4000,0.174754659179598
90,90,90,"Loose Suppression","Yes",4000,0.715877860784531
50,50,60,"Tight Suppression","Yes",4000,0.176359513076022
75,50,60,"Tight Suppression","Yes",4000,0.300754624186084
90,50,60,"Tight Suppression","Yes",4000,0.0221233970951289
50,75,60,"Tight Suppression","Yes",4000,0.889710499439389
75,75,60,"Tight Suppression","Yes",4000,0.682342101121321
90,75,60,"Tight Suppression","Yes",4000,0.911977287614718
50,90,60,"Tight Suppression","Yes",4000,0.572004845133051
75,90,60,"Tight Suppression","Yes",4000,0.51909653400071
90,90,60,"Tight Suppression","Yes",4000,0.709804251790047
50,50,75,"Tight Suppression","Yes",4000,0.328656874364242
75,50,75,"Tight Suppression","Yes",4000,0.352925956249237
90,50,75,"Tight Suppression","Yes",4000,0.120552052278072
50,75,75,"Tight Suppression","Yes",4000,0.482202064245939
75,75,75,"Tight Suppression","Yes",4000,0.905384062789381
90,75,75,"Tight Suppression","Yes",4000,0.437982161762193
50,90,75,"Tight Suppression","Yes",4000,0.421217004302889
75,90,75,"Tight Suppression","Yes",4000,0.637960694963112
90,90,75,"Tight Suppression","Yes",4000,0.971047630766407
50,50,90,"Tight Suppression","Yes",4000,0.24804992089048
75,50,90,"Tight Suppression","Yes",4000,0.80637352145277
90,50,90,"Tight Suppression","Yes",4000,0.931537341093644
50,75,90,"Tight Suppression","Yes",4000,0.0561486398801208
75,75,90,"Tight Suppression","Yes",4000,0.0691194508690387
90,75,90,"Tight Suppression","Yes",4000,0.290037461556494
50,90,90,"Tight Suppression","Yes",4000,0.249707858543843
75,90,90,"Tight Suppression","Yes",4000,0.541549125919119
90,90,90,"Tight Suppression","Yes",4000,0.405080316355452
50,50,60,"Moderate Elimination","Yes",4000,0.0734310143161565
75,50,60,"Moderate Elimination","Yes",4000,0.461117209168151
90,50,60,"Moderate Elimination","Yes",4000,0.517347621498629
50,75,60,"Moderate Elimination","Yes",4000,0.753451786004007
75,75,60,"Moderate Elimination","Yes",4000,0.975475463084877
90,75,60,"Moderate Elimination","Yes",4000,0.599776190472767
50,90,60,"Moderate Elimination","Yes",4000,0.361213896190748
75,90,60,"Moderate Elimination","Yes",4000,0.0699456550646573
90,90,60,"Moderate Elimination","Yes",4000,0.707329852273688
50,50,75,"Moderate Elimination","Yes",4000,0.64802215853706
75,50,75,"Moderate Elimination","Yes",4000,0.343694626353681
90,50,75,"Moderate Elimination","Yes",4000,0.981559481238946
50,75,75,"Moderate Elimination","Yes",4000,0.940844030119479
75,75,75,"Moderate Elimination","Yes",4000,0.0769039348233491
90,75,75,"Moderate Elimination","Yes",4000,0.842553123133257
50,90,75,"Moderate Elimination","Yes",4000,0.614655433222651
75,90,75,"Moderate Elimination","Yes",4000,0.326732063433155
90,90,75,"Moderate Elimination","Yes",4000,0.0622172739822417
50,50,90,"Moderate Elimination","Yes",4000,0.898293437901884
75,50,90,"Moderate Elimination","Yes",4000,0.803010140778497
90,50,90,"Moderate Elimination","Yes",4000,0.348271167138591
50,75,90,"Moderate Elimination","Yes",4000,0.52577509614639
75,75,90,"Moderate Elimination","Yes",4000,0.0517053690273315
90,75,90,"Moderate Elimination","Yes",4000,0.256286065792665
50,90,90,"Moderate Elimination","Yes",4000,0.880445547169074
75,90,90,"Moderate Elimination","Yes",4000,0.108852353179827
90,90,90,"Moderate Elimination","Yes",4000,0.208755894796923
50,50,60,"Aggressive Elimination","Yes",4000,0.287715804064646
75,50,60,"Aggressive Elimination","Yes",4000,0.582656753947958
90,50,60,"Aggressive Elimination","Yes",4000,0.0465917310211807
50,75,60,"Aggressive Elimination","Yes",4000,0.554432761855423
75,75,60,"Aggressive Elimination","Yes",4000,0.835834420053288
90,75,60,"Aggressive Elimination","Yes",4000,0.949733007000759
50,90,60,"Aggressive Elimination","Yes",4000,0.303036407567561
75,90,60,"Aggressive Elimination","Yes",4000,0.126397340325639
90,90,60,"Aggressive Elimination","Yes",4000,0.391627395292744
50,50,75,"Aggressive Elimination","Yes",4000,0.74273745669052
75,50,75,"Aggressive Elimination","Yes",4000,0.29731750744395
90,50,75,"Aggressive Elimination","Yes",4000,0.392272336408496
50,75,75,"Aggressive Elimination","Yes",4000,0.84808207815513
75,75,75,"Aggressive Elimination","Yes",4000,0.736383001552895
90,75,75,"Aggressive Elimination","Yes",4000,0.820967712672427
50,90,75,"Aggressive Elimination","Yes",4000,0.327446711715311
75,90,75,"Aggressive Elimination","Yes",4000,0.892504991497844
90,90,75,"Aggressive Elimination","Yes",4000,0.661667585605755
50,50,90,"Aggressive Elimination","Yes",4000,0.974435127805918
75,50,90,"Aggressive Elimination","Yes",4000,0.572924536420032
90,50,90,"Aggressive Elimination","Yes",4000,0.478797627147287
50,75,90,"Aggressive Elimination","Yes",4000,0.569197998382151
75,75,90,"Aggressive Elimination","Yes",4000,0.439927107421681
90,75,90,"Aggressive Elimination","Yes",4000,0.128944803029299
50,90,90,"Aggressive Elimination","Yes",4000,0.996082459343597
75,90,90,"Aggressive Elimination","Yes",4000,0.023624783847481
90,90,90,"Aggressive Elimination","Yes",4000,0.0600319583900273
50,50,60,"Loose Suppression","No",4000,0.100742020877078
75,50,60,"Loose Suppression","No",4000,0.681705099297687
90,50,60,"Loose Suppression","No",4000,0.450339480070397
50,75,60,"Loose Suppression","No",4000,0.144203646341339
75,75,60,"Loose Suppression","No",4000,0.0563790407031775
90,75,60,"Loose Suppression","No",4000,0.258888915413991
50,90,60,"Loose Suppression","No",4000,0.926273985300213
75,90,60,"Loose Suppression","No",4000,0.151009353576228
90,90,60,"Loose Suppression","No",4000,0.0382856822106987
50,50,75,"Loose Suppression","No",4000,0.303058778401464
75,50,75,"Loose Suppression","No",4000,0.480681080138311
90,50,75,"Loose Suppression","No",4000,0.35969594377093
50,75,75,"Loose Suppression","No",4000,0.646312828408554
75,75,75,"Loose Suppression","No",4000,0.164185575675219
90,75,75,"Loose Suppression","No",4000,0.664449051721022
50,90,75,"Loose Suppression","No",4000,0.435618352610618
75,90,75,"Loose Suppression","No",4000,0.612478917697445
90,90,75,"Loose Suppression","No",4000,0.132114707492292
50,50,90,"Loose Suppression","No",4000,0.43054639454931
75,50,90,"Loose Suppression","No",4000,0.443727343576029
90,50,90,"Loose Suppression","No",4000,0.0893121208064258
50,75,90,"Loose Suppression","No",4000,0.617190781282261
75,75,90,"Loose Suppression","No",4000,0.340338888345286
90,75,90,"Loose Suppression","No",4000,0.978084390517324
50,90,90,"Loose Suppression","No",4000,0.022435134742409
75,90,90,"Loose Suppression","No",4000,0.951458549359813
90,90,90,"Loose Suppression","No",4000,0.571765165310353
50,50,60,"Tight Suppression","No",4000,0.406950958771631
75,50,60,"Tight Suppression","No",4000,0.780309124616906
90,50,60,"Tight Suppression","No",4000,0.720646171597764
50,75,60,"Tight Suppression","No",4000,0.916267410386354
75,75,60,"Tight Suppression","No",4000,0.277574293548241
90,75,60,"Tight Suppression","No",4000,0.649886486819014
50,90,60,"Tight Suppression","No",4000,0.363739497959614
75,90,60,"Tight Suppression","No",4000,0.0383515653666109
90,90,60,"Tight Suppression","No",4000,0.96377069898881
50,50,75,"Tight Suppression","No",4000,0.342666864627972
75,50,75,"Tight Suppression","No",4000,0.263488146476448
90,50,75,"Tight Suppression","No",4000,0.35434707487002
50,75,75,"Tight Suppression","No",4000,0.723648389568552
75,75,75,"Tight Suppression","No",4000,0.31870455830358
90,75,75,"Tight Suppression","No",4000,0.788207191042602
50,90,75,"Tight Suppression","No",4000,0.929858569288626
75,90,75,"Tight Suppression","No",4000,0.958239751635119
90,90,75,"Tight Suppression","No",4000,0.393277718685567
50,50,90,"Tight Suppression","No",4000,0.668050430482253
75,50,90,"Tight Suppression","No",4000,0.714627390261739
90,50,90,"Tight Suppression","No",4000,0.173585057258606
50,75,90,"Tight Suppression","No",4000,0.544793089618906
75,75,90,"Tight Suppression","No",4000,0.550033954670653
90,75,90,"Tight Suppression","No",4000,0.627688447479159
50,90,90,"Tight Suppression","No",4000,0.971303587779403
75,90,90,"Tight Suppression","No",4000,0.72569083282724
90,90,90,"Tight Suppression","No",4000,0.295888997847214
50,50,60,"Moderate Elimination","No",4000,0.409745231503621
75,50,60,"Moderate Elimination","No",4000,0.61157440696843
90,50,60,"Moderate Elimination","No",4000,0.466357965022326
50,75,60,"Moderate Elimination","No",4000,0.54044447792694
75,75,60,"Moderate Elimination","No",4000,0.800932346144691
90,75,60,"Moderate Elimination","No",4000,0.839076063595712
50,90,60,"Moderate Elimination","No",4000,0.359346715034917
75,90,60,"Moderate Elimination","No",4000,0.454002820653841
90,90,60,"Moderate Elimination","No",4000,0.352400672389194
50,50,75,"Moderate Elimination","No",4000,0.785567987477407
75,50,75,"Moderate Elimination","No",4000,0.259146264987066
90,50,75,"Moderate Elimination","No",4000,0.499297979287803
50,75,75,"Moderate Elimination","No",4000,0.858572880038992
75,75,75,"Moderate Elimination","No",4000,0.375192737905309
90,75,75,"Moderate Elimination","No",4000,0.512548481347039
50,90,75,"Moderate Elimination","No",4000,0.101943917805329
75,90,75,"Moderate Elimination","No",4000,0.179861343465745
90,90,75,"Moderate Elimination","No",4000,0.309563246555626
50,50,90,"Moderate Elimination","No",4000,0.590015180641785
75,50,90,"Moderate Elimination","No",4000,0.215429104631767
90,50,90,"Moderate Elimination","No",4000,0.73532718908973
50,75,90,"Moderate Elimination","No",4000,0.597203950630501
75,75,90,"Moderate Elimination","No",4000,0.724953172262758
90,75,90,"Moderate Elimination","No",4000,0.243711706483737
50,90,90,"Moderate Elimination","No",4000,0.0358534206170589
75,90,90,"Moderate Elimination","No",4000,0.498470406280831
90,90,90,"Moderate Elimination","No",4000,0.152804044308141
50,50,60,"Aggressive Elimination","No",4000,0.930977955693379
75,50,60,"Aggressive Elimination","No",4000,0.207668430404738
90,50,60,"Aggressive Elimination","No",4000,0.317140307743102
50,75,60,"Aggressive Elimination","No",4000,0.29114107042551
75,75,60,"Aggressive Elimination","No",4000,0.225386342033744
90,75,60,"Aggressive Elimination","No",4000,0.90817683050409
50,90,60,"Aggressive Elimination","No",4000,0.418621089775115
75,90,60,"Aggressive Elimination","No",4000,0.114214152563363
90,90,60,"Aggressive Elimination","No",4000,0.240345394704491
50,50,75,"Aggressive Elimination","No",4000,0.725013348506764
75,50,75,"Aggressive Elimination","No",4000,0.398263697745278
90,50,75,"Aggressive Elimination","No",4000,0.944908736972138
50,75,75,"Aggressive Elimination","No",4000,0.462168395752087
75,75,75,"Aggressive Elimination","No",4000,0.157075106631964
90,75,75,"Aggressive Elimination","No",4000,0.623977079289034
50,90,75,"Aggressive Elimination","No",4000,0.093733619665727
75,90,75,"Aggressive Elimination","No",4000,0.318418880458921
90,90,75,"Aggressive Elimination","No",4000,0.111327421152964
50,50,90,"Aggressive Elimination","No",4000,0.580851805629209
75,50,90,"Aggressive Elimination","No",4000,0.931781656574458
90,50,90,"Aggressive Elimination","No",4000,0.703311904566363
50,75,90,"Aggressive Elimination","No",4000,0.119710563449189
75,75,90,"Aggressive Elimination","No",4000,0.546139892190695
90,75,90,"Aggressive Elimination","No",4000,0.934169701300561
50,90,90,"Aggressive Elimination","No",4000,0.743612121324986
75,90,90,"Aggressive Elimination","No",4000,0.31956251221709
90,90,90,"Aggressive Elimination","No",4000,0.758317002328113
50,50,60,"Loose Suppression","Yes",5000,0.961198840290308
75,50,60,"Loose Suppression","Yes",5000,0.347091916715726
90,50,60,"Loose Suppression","Yes",5000,0.989480154355988
50,75,60,"Loose Suppression","Yes",5000,0.73810385284014
75,75,60,"Loose Suppression","Yes",5000,0.278387042926624
90,75,60,"Loose Suppression","Yes",5000,0.243117740610614
50,90,60,"Loose Suppression","Yes",5000,0.324983015423641
75,90,60,"Loose Suppression","Yes",5000,0.477719854563475
90,90,60,"Loose Suppression","Yes",5000,0.532581434352323
50,50,75,"Loose Suppression","Yes",5000,0.449229288613424
75,50,75,"Loose Suppression","Yes",5000,0.2437330968678
90,50,75,"Loose Suppression","Yes",5000,0.410900686401874
50,75,75,"Loose Suppression","Yes",5000,0.741349281743169
75,75,75,"Loose Suppression","Yes",5000,0.389966499758884
90,75,75,"Loose Suppression","Yes",5000,0.171528387349099
50,90,75,"Loose Suppression","Yes",5000,0.589577754959464
75,90,75,"Loose Suppression","Yes",5000,0.423957267776132
90,90,75,"Loose Suppression","Yes",5000,0.56969207432121
50,50,90,"Loose Suppression","Yes",5000,0.246112527791411
75,50,90,"Loose Suppression","Yes",5000,0.806321947369725
90,50,90,"Loose Suppression","Yes",5000,0.619790333788842
50,75,90,"Loose Suppression","Yes",5000,0.989485629368573
75,75,90,"Loose Suppression","Yes",5000,0.787767506204545
90,75,90,"Loose Suppression","Yes",5000,0.709827665938064
50,90,90,"Loose Suppression","Yes",5000,0.674942525336519
75,90,90,"Loose Suppression","Yes",5000,0.906802605139092
90,90,90,"Loose Suppression","Yes",5000,0.726858185604215
50,50,60,"Tight Suppression","Yes",5000,0.514809024520218
75,50,60,"Tight Suppression","Yes",5000,0.0260655954480171
90,50,60,"Tight Suppression","Yes",5000,0.815608554985374
50,75,60,"Tight Suppression","Yes",5000,0.142875421559438
75,75,60,"Tight Suppression","Yes",5000,0.0177523738238961
90,75,60,"Tight Suppression","Yes",5000,0.490930793806911
50,90,60,"Tight Suppression","Yes",5000,0.797236186685041
75,90,60,"Tight Suppression","Yes",5000,0.0304158313665539
90,90,60,"Tight Suppression","Yes",5000,0.268959843087941
50,50,75,"Tight Suppression","Yes",5000,0.604254137026146
75,50,75,"Tight Suppression","Yes",5000,0.111244437517598
90,50,75,"Tight Suppression","Yes",5000,0.137627220246941
50,75,75,"Tight Suppression","Yes",5000,0.520782715408131
75,75,75,"Tight Suppression","Yes",5000,0.794251977698877
90,75,75,"Tight Suppression","Yes",5000,0.128579362528399
50,90,75,"Tight Suppression","Yes",5000,0.925798999844119
75,90,75,"Tight Suppression","Yes",5000,0.403243006207049
90,90,75,"Tight Suppression","Yes",5000,0.232085071504116
50,50,90,"Tight Suppression","Yes",5000,0.668926406651735
75,50,90,"Tight Suppression","Yes",5000,0.575163622386754
90,50,90,"Tight Suppression","Yes",5000,0.699497008230537
50,75,90,"Tight Suppression","Yes",5000,0.978604706004262
75,75,90,"Tight Suppression","Yes",5000,0.859101425390691
90,75,90,"Tight Suppression","Yes",5000,0.766005763085559
50,90,90,"Tight Suppression","Yes",5000,0.935204708017409
75,90,90,"Tight Suppression","Yes",5000,0.923518531490117
90,90,90,"Tight Suppression","Yes",5000,0.289245646214113
50,50,60,"Moderate Elimination","Yes",5000,0.133735989453271
75,50,60,"Moderate Elimination","Yes",5000,0.64718167250976
90,50,60,"Moderate Elimination","Yes",5000,0.53038417850621
50,75,60,"Moderate Elimination","Yes",5000,0.429627428762615
75,75,60,"Moderate Elimination","Yes",5000,0.188385852379724
90,75,60,"Moderate Elimination","Yes",5000,0.502889101626351
50,90,60,"Moderate Elimination","Yes",5000,0.675523197511211
75,90,60,"Moderate Elimination","Yes",5000,0.169825416523963
90,90,60,"Moderate Elimination","Yes",5000,0.113907044753432
50,50,75,"Moderate Elimination","Yes",5000,0.45645948452875
75,50,75,"Moderate Elimination","Yes",5000,0.397794921416789
90,50,75,"Moderate Elimination","Yes",5000,0.940452668583021
50,75,75,"Moderate Elimination","Yes",5000,0.361876138718799
75,75,75,"Moderate Elimination","Yes",5000,0.450568924192339
90,75,75,"Moderate Elimination","Yes",5000,0.0503460073377937
50,90,75,"Moderate Elimination","Yes",5000,0.338463103864342
75,90,75,"Moderate Elimination","Yes",5000,0.440334559651092
90,90,75,"Moderate Elimination","Yes",5000,0.30119322007522
50,50,90,"Moderate Elimination","Yes",5000,0.0651972701307386
75,50,90,"Moderate Elimination","Yes",5000,0.568279857980087
90,50,90,"Moderate Elimination","Yes",5000,0.00518618896603584
50,75,90,"Moderate Elimination","Yes",5000,0.536276327213272
75,75,90,"Moderate Elimination","Yes",5000,0.189040381694213
90,75,90,"Moderate Elimination","Yes",5000,0.57636968116276
50,90,90,"Moderate Elimination","Yes",5000,0.30342059629038
75,90,90,"Moderate Elimination","Yes",5000,0.227475627325475
90,90,90,"Moderate Elimination","Yes",5000,0.435902515659109
50,50,60,"Aggressive Elimination","Yes",5000,0.162317225709558
75,50,60,"Aggressive Elimination","Yes",5000,0.355142059037462
90,50,60,"Aggressive Elimination","Yes",5000,0.899275056319311
50,75,60,"Aggressive Elimination","Yes",5000,0.516953531419858
75,75,60,"Aggressive Elimination","Yes",5000,0.526265190914273
90,75,60,"Aggressive Elimination","Yes",5000,0.204251346644014
50,90,60,"Aggressive Elimination","Yes",5000,0.347403903258964
75,90,60,"Aggressive Elimination","Yes",5000,0.260668635601178
90,90,60,"Aggressive Elimination","Yes",5000,0.144299676641822
50,50,75,"Aggressive Elimination","Yes",5000,0.666177119361237
75,50,75,"Aggressive Elimination","Yes",5000,0.0521308132447302
90,50,75,"Aggressive Elimination","Yes",5000,0.0440492471680045
50,75,75,"Aggressive Elimination","Yes",5000,0.714146417099983
75,75,75,"Aggressive Elimination","Yes",5000,0.287608516868204
90,75,75,"Aggressive Elimination","Yes",5000,0.44054120243527
50,90,75,"Aggressive Elimination","Yes",5000,0.748581058578566
75,90,75,"Aggressive Elimination","Yes",5000,0.633920325431973
90,90,75,"Aggressive Elimination","Yes",5000,0.984434468671679
50,50,90,"Aggressive Elimination","Yes",5000,0.713291411288083
75,50,90,"Aggressive Elimination","Yes",5000,0.0172624688129872
90,50,90,"Aggressive Elimination","Yes",5000,0.853321869159117
50,75,90,"Aggressive Elimination","Yes",5000,0.827363876393065
75,75,90,"Aggressive Elimination","Yes",5000,0.813889137236401
90,75,90,"Aggressive Elimination","Yes",5000,0.624638063134626
50,90,90,"Aggressive Elimination","Yes",5000,0.561654768884182
75,90,90,"Aggressive Elimination","Yes",5000,0.554826080566272
90,90,90,"Aggressive Elimination","Yes",5000,0.85669353697449
50,50,60,"Loose Suppression","No",5000,0.0499637289904058
75,50,60,"Loose Suppression","No",5000,0.0664557889103889
90,50,60,"Loose Suppression","No",5000,0.221802936168388
50,75,60,"Loose Suppression","No",5000,0.929248275933787
75,75,60,"Loose Suppression","No",5000,0.918508626753464
90,75,60,"Loose Suppression","No",5000,0.0217020809650421
50,90,60,"Loose Suppression","No",5000,0.404452415881678
75,90,60,"Loose Suppression","No",5000,0.902570190839469
90,90,60,"Loose Suppression","No",5000,0.678290363634005
50,50,75,"Loose Suppression","No",5000,0.939899960299954
75,50,75,"Loose Suppression","No",5000,0.306056852452457
90,50,75,"Loose Suppression","No",5000,0.667308632750064
50,75,75,"Loose Suppression","No",5000,0.671057400293648
75,75,75,"Loose Suppression","No",5000,0.665252101141959
90,75,75,"Loose Suppression","No",5000,0.82448579906486
50,90,75,"Loose Suppression","No",5000,0.334463476669043
75,90,75,"Loose Suppression","No",5000,0.573839411372319
90,90,75,"Loose Suppression","No",5000,0.512115202844143
50,50,90,"Loose Suppression","No",5000,0.357868922874331
75,50,90,"Loose Suppression","No",5000,0.665068520233035
90,50,90,"Loose Suppression","No",5000,0.0495394498575479
50,75,90,"Loose Suppression","No",5000,0.0978911316487938
75,75,90,"Loose Suppression","No",5000,0.67556465184316
90,75,90,"Loose Suppression","No",5000,0.489729419816285
50,90,90,"Loose Suppression","No",5000,0.147270306944847
75,90,90,"Loose Suppression","No",5000,0.966321554966271
90,90,90,"Loose Suppression","No",5000,0.935608783271164
50,50,60,"Tight Suppression","No",5000,0.127575730672106
75,50,60,"Tight Suppression","No",5000,0.718530985061079
90,50,60,"Tight Suppression","No",5000,0.407752599567175
50,75,60,"Tight Suppression","No",5000,0.239717872114852
75,75,60,"Tight Suppression","No",5000,0.920670687686652
90,75,60,"Tight Suppression","No",5000,0.657279819250107
50,90,60,"Tight Suppression","No",5000,0.408441844163463
75,90,60,"Tight Suppression","No",5000,0.716987692983821
90,90,60,"Tight Suppression","No",5000,0.157908166525885
50,50,75,"Tight Suppression","No",5000,0.95312363258563
75,50,75,"Tight Suppression","No",5000,0.552790090208873
90,50,75,"Tight Suppression","No",5000,0.0543076251633465
50,75,75,"Tight Suppression","No",5000,0.466245191404596
75,75,75,"Tight Suppression","No",5000,0.322625984204933
90,75,75,"Tight Suppression","No",5000,0.716028932016343
50,90,75,"Tight Suppression","No",5000,0.332797188311815
75,90,75,"Tight Suppression","No",5000,0.591818451415747
90,90,75,"Tight Suppression","No",5000,0.19990700786002
50,50,90,"Tight Suppression","No",5000,0.469952239654958
75,50,90,"Tight Suppression","No",5000,0.00531938718631864
90,50,90,"Tight Suppression","No",5000,0.815542851574719
50,75,90,"Tight Suppression","No",5000,0.045615607406944
75,75,90,"Tight Suppression","No",5000,0.229192966595292
90,75,90,"Tight Suppression","No",5000,0.586957107065246
50,90,90,"Tight Suppression","No",5000,0.865262199891731
75,90,90,"Tight Suppression","No",5000,0.780862196115777
90,90,90,"Tight Suppression","No",5000,0.714907003566623
50,50,60,"Moderate Elimination","No",5000,0.765640554949641
75,50,60,"Moderate Elimination","No",5000,0.696686116280034
90,50,60,"Moderate Elimination","No",5000,0.163382151629776
50,75,60,"Moderate Elimination","No",5000,0.603172854753211
75,75,60,"Moderate Elimination","No",5000,0.204652007902041
90,75,60,"Moderate Elimination","No",5000,0.340205912245438
50,90,60,"Moderate Elimination","No",5000,0.491199386073276
75,90,60,"Moderate Elimination","No",5000,0.128779820399359
90,90,60,"Moderate Elimination","No",5000,0.470153166214004
50,50,75,"Moderate Elimination","No",5000,0.196641856571659
75,50,75,"Moderate Elimination","No",5000,0.0719627963844687
90,50,75,"Moderate Elimination","No",5000,0.57178878528066
50,75,75,"Moderate Elimination","No",5000,0.895609531318769
75,75,75,"Moderate Elimination","No",5000,0.0874134053010494
90,75,75,"Moderate Elimination","No",5000,0.0248889597132802
50,90,75,"Moderate Elimination","No",5000,0.192037747707218
75,90,75,"Moderate Elimination","No",5000,0.864392267772928
90,90,75,"Moderate Elimination","No",5000,0.805493801133707
50,50,90,"Moderate Elimination","No",5000,0.22175413207151
75,50,90,"Moderate Elimination","No",5000,0.702950344188139
90,50,90,"Moderate Elimination","No",5000,0.122274100081995
50,75,90,"Moderate Elimination","No",5000,0.756245933705941
75,75,90,"Moderate Elimination","No",5000,0.984683297341689
90,75,90,"Moderate Elimination","No",5000,0.0920398631133139
50,90,90,"Moderate Elimination","No",5000,0.156088711461052
75,90,90,"Moderate Elimination","No",5000,0.912863550940529
90,90,90,"Moderate Elimination","No",5000,0.918115796754137
50,50,60,"Aggressive Elimination","No",5000,0.0122494492679834
75,50,60,"Aggressive Elimination","No",5000,0.521264203824103
90,50,60,"Aggressive Elimination","No",5000,0.673342740861699
50,75,60,"Aggressive Elimination","No",5000,0.501223889179528
75,75,60,"Aggressive Elimination","No",5000,0.70495757414028
90,75,60,"Aggressive Elimination","No",5000,0.169574242318049
50,90,60,"Aggressive Elimination","No",5000,0.0303069220390171
75,90,60,"Aggressive Elimination","No",5000,0.433089287253097
90,90,60,"Aggressive Elimination","No",5000,0.857079553650692
50,50,75,"Aggressive Elimination","No",5000,0.481750427279621
75,50,75,"Aggressive Elimination","No",5000,0.111212630290538
90,50,75,"Aggressive Elimination","No",5000,0.32484371191822
50,75,75,"Aggressive Elimination","No",5000,0.250884465873241
75,75,75,"Aggressive Elimination","No",5000,0.892120436532423
90,75,75,"Aggressive Elimination","No",5000,0.500112512614578
50,90,75,"Aggressive Elimination","No",5000,0.730683759553358
75,90,75,"Aggressive Elimination","No",5000,0.099962132750079
90,90,75,"Aggressive Elimination","No",5000,0.219087592326105
50,50,90,"Aggressive Elimination","No",5000,0.986489440780133
75,50,90,"Aggressive Elimination","No",5000,0.956312867347151
90,50,90,"Aggressive Elimination","No",5000,0.381184913916513
50,75,90,"Aggressive Elimination","No",5000,0.940759012242779
75,75,90,"Aggressive Elimination","No",5000,0.931284820660949
90,75,90,"Aggressive Elimination","No",5000,0.197483791969717
50,90,90,"Aggressive Elimination","No",5000,0.277041181689128
75,90,90,"Aggressive Elimination","No",5000,0.348199867177755
90,90,90,"Aggressive Elimination","No",5000,0.251114506740123
50,50,60,"Loose Suppression","Yes",6000,0.982691285200417
75,50,60,"Loose Suppression","Yes",6000,0.953595326980576
90,50,60,"Loose Suppression","Yes",6000,0.332001856062561
50,75,60,"Loose Suppression","Yes",6000,0.809616535669193
75,75,60,"Loose Suppression","Yes",6000,0.952420260291547
90,75,60,"Loose Suppression","Yes",6000,0.901352372253314
50,90,60,"Loose Suppression","Yes",6000,0.436003754613921
75,90,60,"Loose Suppression","Yes",6000,0.536891048075631
90,90,60,"Loose Suppression","Yes",6000,0.33788983989507
50,50,75,"Loose Suppression","Yes",6000,0.78882689261809
75,50,75,"Loose Suppression","Yes",6000,0.0561609691940248
90,50,75,"Loose Suppression","Yes",6000,0.0784459670539945
